member_id,total_transactions,unique_items,transaction_days,avg_items_per_transaction,anomaly_vote,anomaly_weighted,anomaly_score
1646,17,16,7,2.4285714285714284,0,0,0.19584214917209133
1259,14,13,6,2.3333333333333335,0,0,0.17775424084047253
3289,29,21,10,2.9,1,1,0.7257220537414183
3742,4,4,2,2.0,0,0,0.22038777376262933
3764,12,11,6,2.0,0,0,0.1824919326480524
1581,6,6,3,2.0,0,0,0.20923864530395797
2859,4,4,2,2.0,0,0,0.2121991564266246
2175,13,13,6,2.1666666666666665,0,0,0.22861526523214346
1301,7,7,3,2.3333333333333335,0,0,0.2130327290678502
3465,22,22,9,2.4444444444444446,1,1,0.6405216198017537
2203,2,2,1,2.0,0,0,0.3964455624045606
2113,8,8,3,2.6666666666666665,0,0,0.07489904324818124
3072,17,15,5,3.4,0,0,0.20818094736323545
2805,11,11,4,2.75,0,0,0.2881146499300074
2511,21,16,8,2.625,0,0,0.33495161758279446
2120,14,12,7,2.0,0,0,0.20166365582253265
2346,15,12,5,3.0,0,0,0.19224990287843868
2071,10,9,4,2.5,0,0,0.07562769309467672
2610,7,7,3,2.3333333333333335,0,0,0.239282381127327
3489,15,13,5,3.0,0,0,0.11214656221925155
3458,10,9,5,2.0,0,0,0.15441916397148045
4869,10,10,3,3.3333333333333335,0,0,0.2047531479592077
3305,6,5,3,2.0,0,0,0.18934637536062682
3050,33,25,9,3.6666666666666665,1,1,0.8047141901215206
4924,14,12,6,2.3333333333333335,0,0,0.0983850189255067
1480,13,13,6,2.1666666666666665,0,0,0.2200781771005488
2545,12,9,6,2.0,0,0,0.35005596894463925
3971,15,12,5,3.0,0,0,0.25188611307229
4536,11,9,4,2.75,0,0,0.22641722541064624
1382,6,6,3,2.0,0,0,0.17522432951282993
4648,9,9,4,2.25,0,0,0.12966297065324725
2699,10,10,5,2.0,0,0,0.1595746553021811
3119,17,15,6,2.8333333333333335,0,0,0.14075603905071654
4695,26,21,9,2.888888888888889,0,1,0.5229345103055114
3451,8,7,4,2.0,0,0,0.21958951694926032
2221,6,6,3,2.0,0,0,0.17700606073262817
1334,5,5,2,2.5,0,0,0.3136131618556169
2499,15,12,5,3.0,0,0,0.27849683761431815
3585,4,4,2,2.0,0,0,0.1271187974448356
3161,9,8,4,2.25,0,0,0.07359926879980243
2434,7,7,3,2.3333333333333335,0,0,0.053202652043127296
4448,12,11,5,2.4,0,0,0.06862427521471066
4597,6,6,3,2.0,0,0,0.1330031394411458
3323,11,10,4,2.75,0,0,0.08857704421291902
1308,8,8,4,2.0,0,0,0.23430489158348367
1331,9,9,4,2.25,0,0,0.12660916748226356
2386,12,11,4,3.0,0,0,0.25520163196713586
3910,14,12,4,3.5,0,0,0.29931567780883633
4274,12,11,6,2.0,0,0,0.15264281963890705
3101,14,13,6,2.3333333333333335,0,0,0.14819132904562035
4416,16,12,7,2.2857142857142856,0,0,0.32018888448605465
2375,11,9,5,2.2,0,0,0.1557993176072208
1819,17,14,5,3.4,0,0,0.2514861739169673
3981,4,4,2,2.0,0,0,0.1259602372590212
3553,6,6,3,2.0,0,0,0.07477803058531712
3846,12,12,5,2.4,0,0,0.22758709890558113
3469,16,13,5,3.2,0,0,0.17585866782247273
1601,6,6,3,2.0,0,0,0.12051132141297176
3926,18,17,6,3.0,0,0,0.20283135242504735
4201,12,12,6,2.0,0,0,0.27568875234717044
2665,4,4,2,2.0,0,0,0.14570213679673671
3153,16,14,6,2.6666666666666665,0,0,0.10508279085231842
4022,8,7,3,2.6666666666666665,0,0,0.07407636848836674
3716,9,8,4,2.25,0,0,0.08743612952769063
3609,10,10,5,2.0,0,0,0.16725789345825667
3947,10,10,5,2.0,0,0,0.15080675925902934
2688,13,11,5,2.6,0,0,0.3439245151940791
3698,11,7,5,2.2,0,0,0.2947698965801151
3898,9,9,4,2.25,0,0,0.09484171820612282
1761,18,15,7,2.5714285714285716,0,0,0.29445786459823914
2689,15,12,4,3.75,0,0,0.2136107205482963
1627,9,8,3,3.0,0,0,0.10978246583402806
4629,10,10,4,2.5,0,0,0.0632370154058672
2790,8,7,3,2.6666666666666665,0,0,0.21919423685026737
4496,2,2,1,2.0,0,0,0.2211173225478523
1934,19,16,5,3.8,0,0,0.31707146864171193
2513,12,10,4,3.0,0,0,0.1193957594488038
3298,10,9,4,2.5,0,0,0.06085420973241571
4214,13,12,6,2.1666666666666665,0,0,0.12702839567750812
4962,11,9,5,2.2,0,0,0.10022725005431508
2074,11,11,4,2.75,0,0,0.10557802929519255
2625,31,21,10,3.1,1,1,0.6642865717629847
1557,4,4,2,2.0,0,0,0.13935844139142664
2007,6,5,2,3.0,0,0,0.21901352897246376
2356,14,12,5,2.8,0,0,0.08058671267241961
4301,15,14,4,3.75,0,0,0.24414766017754178
2950,15,13,6,2.5,0,0,0.211236220533776
2263,2,2,1,2.0,0,0,0.2211173225478523
3186,10,10,5,2.0,0,0,0.1899941950676515
2655,5,5,2,2.5,0,0,0.10642516182840651
2069,10,10,5,2.0,0,0,0.18271528556619532
2681,6,6,3,2.0,0,0,0.07257926503790725
4144,8,6,4,2.0,0,0,0.27741441720925514
3919,10,10,4,2.5,0,0,0.12204622530432008
3597,6,6,3,2.0,0,0,0.07846702387770878
2110,8,8,3,2.6666666666666665,0,0,0.07393796701962362
3364,12,12,5,2.4,0,0,0.10989500363222843
3759,9,6,4,2.25,1,1,0.5057427406422662
4014,8,7,4,2.0,0,0,0.2507125983497114
3140,12,10,6,2.0,0,0,0.1581281006913167
2787,16,14,6,2.6666666666666665,0,0,0.2357269557447581
2419,9,9,3,3.0,0,0,0.24226871093413785
4008,9,9,4,2.25,0,0,0.11688929656413455
1371,6,6,3,2.0,0,0,0.06129648383363559
2501,4,4,2,2.0,0,0,0.31211153419976184
1467,5,5,2,2.5,0,0,0.14656258526264587
1015,7,7,3,2.3333333333333335,0,0,0.16311834981793996
2727,10,10,5,2.0,0,0,0.24036477805210751
3592,14,13,5,2.8,0,0,0.10073288674355318
1708,16,15,4,4.0,0,0,0.3366831773424018
2305,7,7,3,2.3333333333333335,0,0,0.031179569590889744
3294,13,12,6,2.1666666666666665,0,0,0.14778651999520787
3850,8,7,4,2.0,0,0,0.14476435695823597
1624,9,9,3,3.0,0,0,0.1297741877939045
2771,7,7,3,2.3333333333333335,0,0,0.11038980036489632
4180,13,12,6,2.1666666666666665,0,0,0.12558138136413635
1053,12,10,6,2.0,0,0,0.21395371836443544
2671,8,6,4,2.0,0,0,0.17860595813438226
2095,6,6,2,3.0,0,0,0.13188967829658074
4878,7,7,3,2.3333333333333335,0,0,0.13825150375162606
1242,17,15,6,2.8333333333333335,0,0,0.1817107806874397
1190,17,14,8,2.125,0,0,0.3015976730078732
1983,16,13,7,2.2857142857142856,0,0,0.24944486832126436
1872,10,8,3,3.3333333333333335,0,0,0.3607281368440609
4400,6,6,3,2.0,0,0,0.32833413268468287
1628,15,12,6,2.5,0,0,0.126325439867175
1345,10,9,3,3.3333333333333335,0,0,0.13572857217857814
2732,10,10,4,2.5,0,0,0.10678729090424399
3410,14,14,7,2.0,0,0,0.3477781808966727
1920,6,5,2,3.0,0,0,0.2367914841515711
3241,9,7,3,3.0,0,0,0.23293664579397302
2492,21,17,7,3.0,0,0,0.4528624617646721
2416,9,8,3,3.0,0,0,0.29889346295818126
1538,6,5,3,2.0,0,0,0.2223307473937133
3801,9,9,3,3.0,0,0,0.12896006166741122
3202,7,7,3,2.3333333333333335,0,0,0.10330089405597574
4471,9,8,4,2.25,0,0,0.07620290032010478
4939,17,14,5,3.4,0,0,0.19911588932868207
2575,4,4,2,2.0,0,0,0.17018697823314188
4419,2,2,1,2.0,0,0,0.2211173225478523
1968,11,10,4,2.75,0,0,0.11308352572395924
4807,13,13,6,2.1666666666666665,0,0,0.2612729302678862
4781,6,6,3,2.0,0,0,0.44461237135815884
2951,7,7,3,2.3333333333333335,0,0,0.03061313154755731
1452,15,15,6,2.5,0,0,0.2843989402373332
4727,10,8,4,2.5,0,0,0.25671069946214115
4751,6,6,3,2.0,0,0,0.28374627465016666
4296,10,10,4,2.5,0,0,0.07805692917797126
1416,14,12,6,2.3333333333333335,0,0,0.25271218377885807
1919,4,4,2,2.0,0,0,0.1581720180900622
1575,10,9,5,2.0,0,0,0.19112286550384297
2969,8,8,4,2.0,0,0,0.13413398629439877
2167,9,9,4,2.25,0,0,0.13370462614952275
1212,8,7,4,2.0,0,0,0.08074512033347732
2735,2,2,1,2.0,0,0,0.2211173225478523
1324,14,14,5,2.8,0,0,0.23033963007276173
2431,13,11,5,2.6,0,0,0.22617002055013238
4526,20,16,9,2.2222222222222223,0,0,0.3827074870154951
1662,5,5,2,2.5,0,0,0.2794640327319717
3802,4,4,2,2.0,0,0,0.37122864873334405
2532,12,12,3,4.0,0,0,0.3262256547578883
1316,6,5,3,2.0,0,0,0.1597802823400626
2304,2,2,1,2.0,0,0,0.2211173225478523
1955,8,7,4,2.0,0,0,0.1597785891194182
3156,6,6,3,2.0,0,0,0.21521425497570212
1864,8,8,4,2.0,0,0,0.14262047689363058
4102,19,19,6,3.1666666666666665,1,1,0.5418546427055183
1110,18,15,7,2.5714285714285716,0,0,0.16049446488142682
2240,12,12,5,2.4,0,0,0.11326897970169052
4647,4,4,2,2.0,0,0,0.15949307099028864
3184,14,11,7,2.0,0,0,0.313496479434031
4623,14,12,7,2.0,0,0,0.19774305571472514
2111,8,8,4,2.0,0,0,0.09632769804692735
3068,7,7,3,2.3333333333333335,0,0,0.08650533475768947
4533,6,6,3,2.0,0,0,0.08865322691730504
1605,11,11,5,2.2,0,0,0.13213524850967384
4468,17,15,4,4.25,0,0,0.3676549555241541
2041,15,12,7,2.142857142857143,0,0,0.1986083182021178
3835,21,17,7,3.0,0,0,0.3697403676489448
2307,11,11,4,2.75,0,0,0.16301758791636103
1767,12,12,6,2.0,0,0,0.2773956011161059
4251,22,17,6,3.6666666666666665,0,0,0.39441945530482436
1665,6,6,3,2.0,0,0,0.20139345630502867
4844,2,2,1,2.0,0,0,0.2211173225478523
3319,5,5,2,2.5,0,0,0.11229950047396436
2536,7,6,3,2.3333333333333335,0,0,0.3142298039987777
1857,5,4,2,2.5,0,0,0.31487482889649504
1793,25,19,10,2.5,1,1,0.5283539437266014
2080,5,5,2,2.5,0,0,0.11597563941668428
1928,9,8,3,3.0,0,0,0.10796836808557737
3532,6,6,3,2.0,0,0,0.16925283971780128
1892,15,14,6,2.5,0,0,0.1407308094310107
2880,8,8,3,2.6666666666666665,0,0,0.08243269675742866
2033,11,11,4,2.75,0,0,0.3004444067709103
3404,4,4,2,2.0,0,0,0.15842894268262664
3891,13,12,5,2.6,0,0,0.09857043635246827
2974,9,9,4,2.25,0,0,0.19451789283681917
3831,12,12,4,3.0,0,0,0.26649327848394205
1924,14,13,6,2.3333333333333335,0,0,0.1381946568962863
1811,18,16,7,2.5714285714285716,0,0,0.2028356518803666
2154,11,9,5,2.2,0,0,0.12532104069433989
4543,6,5,3,2.0,0,0,0.31550595106609425
4642,4,4,2,2.0,0,0,0.2141846366954275
2360,6,5,3,2.0,0,0,0.16531048361580886
3231,5,5,2,2.5,0,0,0.2255204129460774
1356,10,10,4,2.5,0,0,0.05257878823663609
4895,11,10,4,2.75,0,0,0.19174499360656272
4495,23,21,7,3.2857142857142856,0,0,0.43265427280398194
3291,4,4,2,2.0,0,0,0.44094755588206597
1878,21,19,9,2.3333333333333335,0,0,0.41346917349875206
4386,2,2,1,2.0,0,0,0.2211173225478523
2549,16,14,7,2.2857142857142856,0,0,0.18610615984726545
4965,4,4,2,2.0,0,0,0.1844284878904665
3251,21,14,7,3.0,0,0,0.3094549069741734
3986,12,11,5,2.4,0,0,0.05944801808876548
1616,13,10,6,2.1666666666666665,0,0,0.4581361816445008
1035,14,10,5,2.8,0,0,0.22213303473890889
4717,15,14,5,3.0,0,0,0.11881494090331808
4662,16,12,5,3.2,0,0,0.4403872076471928
3500,17,15,5,3.4,0,0,0.22661249344075252
4866,6,5,3,2.0,0,0,0.15492545425486356
1044,4,4,2,2.0,0,0,0.15848065835024117
3761,21,20,8,2.625,0,0,0.39455406505430995
1145,6,6,3,2.0,0,0,0.12046082130844633
3324,11,11,5,2.2,0,0,0.12835526053237012
3940,4,4,2,2.0,0,0,0.13397049061102104
3793,18,15,8,2.25,0,1,0.5160121445804787
2956,11,9,5,2.2,0,0,0.08568915109423365
3662,8,7,4,2.0,0,0,0.16423872079059446
3755,6,6,3,2.0,0,0,0.10290396764605608
4173,4,4,2,2.0,0,0,0.30501658707539525
3353,19,16,6,3.1666666666666665,0,0,0.2656785784616033
2086,20,18,6,3.3333333333333335,0,0,0.3833112149834095
1570,5,5,2,2.5,0,0,0.21313264579592395
1233,19,14,6,3.1666666666666665,0,0,0.29855945408278034
2765,12,12,5,2.4,0,0,0.16607225089682853
4221,8,8,4,2.0,0,0,0.23315020397226693
4265,10,9,5,2.0,0,0,0.15294493434159132
4075,8,8,4,2.0,0,0,0.15948721173677471
1551,13,13,6,2.1666666666666665,0,0,0.25590326138177527
4609,4,4,2,2.0,0,0,0.42121263560135974
1975,4,4,2,2.0,0,0,0.4551766563165389
1502,7,7,2,3.5,0,0,0.26512701311731046
1901,12,11,3,4.0,0,0,0.3495081681058334
2537,8,7,3,2.6666666666666665,0,0,0.12605816701879904
2348,18,15,6,3.0,0,0,0.2875635453193149
4294,14,12,6,2.3333333333333335,0,0,0.27622562203364187
3774,12,9,4,3.0,0,0,0.12835955607413585
2250,8,8,2,4.0,0,0,0.492900839095229
3034,10,9,5,2.0,0,0,0.15581062652198388
1278,15,13,4,3.75,0,0,0.24416393551496662
2837,11,11,5,2.2,0,0,0.1359445071942654
3056,4,3,2,2.0,1,1,0.6048491688227898
4838,8,8,3,2.6666666666666665,0,0,0.3627519240176596
2571,8,8,3,2.6666666666666665,0,0,0.0664002180104735
4310,7,7,3,2.3333333333333335,0,0,0.047615434607260344
2133,16,13,7,2.2857142857142856,0,0,0.28473221774546975
3568,8,7,4,2.0,0,0,0.07951641891148796
4474,11,11,4,2.75,0,0,0.1381912082681083
3354,15,13,6,2.5,0,0,0.10087744971023967
2389,16,15,6,2.6666666666666665,0,0,0.1349937974393148
1742,9,9,4,2.25,0,0,0.14141155985906595
2574,11,11,4,2.75,0,0,0.10193328548269905
4612,4,4,2,2.0,0,0,0.13961043929635883
2960,26,20,9,2.888888888888889,0,0,0.4678193112315025
1378,4,4,2,2.0,0,0,0.18068495243019775
1615,12,10,4,3.0,0,0,0.13058533535728037
2503,2,2,1,2.0,0,0,0.3964455624045606
2381,19,17,7,2.7142857142857144,0,0,0.28955122122132393
1613,15,15,7,2.142857142857143,0,0,0.30792707286656196
1031,7,6,3,2.3333333333333335,0,0,0.20619176526072516
3200,8,8,4,2.0,0,0,0.11923420483624277
4958,13,12,5,2.6,0,0,0.20533384443180988
4858,6,6,3,2.0,0,0,0.16601827810641798
1270,6,6,3,2.0,0,0,0.16506015656235593
2347,4,4,2,2.0,0,0,0.24286572841422174
2076,8,8,4,2.0,0,0,0.18608708170400412
2151,11,11,5,2.2,0,0,0.1911365904297462
3475,10,9,4,2.5,0,0,0.062267910207139364
3644,7,6,3,2.3333333333333335,0,0,0.20648772665912649
4573,16,13,7,2.2857142857142856,0,0,0.19275624817154072
4079,6,5,3,2.0,0,0,0.232648193481605
1844,15,13,6,2.5,0,0,0.11332150949269602
2437,15,13,5,3.0,0,0,0.19304680845050623
4184,8,8,3,2.6666666666666665,0,0,0.08517377864950533
4574,21,17,6,3.5,0,0,0.34047008382110383
4881,8,8,3,2.6666666666666665,0,0,0.09170484741389227
3790,13,12,6,2.1666666666666665,0,0,0.11379746076311363
2616,8,7,4,2.0,0,0,0.08197280160568897
1275,24,22,10,2.4,1,1,0.5466090508413447
2131,12,10,6,2.0,0,0,0.19881609514567156
3077,17,14,6,2.8333333333333335,0,0,0.17397657719486806
3653,11,11,4,2.75,0,0,0.09602160106114514
2922,6,6,3,2.0,0,0,0.3371837330042749
2971,7,7,3,2.3333333333333335,0,0,0.03722357257402747
1164,5,5,2,2.5,0,0,0.13518864214592755
4275,15,14,5,3.0,0,0,0.12123534190431713
2084,4,3,2,2.0,1,1,0.5857859079940757
1621,14,13,5,2.8,0,0,0.0994635841413379
3301,2,2,1,2.0,0,0,0.3964455624045606
4150,12,10,4,3.0,0,0,0.09888472839625924
1775,2,2,1,2.0,0,0,0.3964455624045606
2073,9,9,4,2.25,0,0,0.17644126132553448
1912,6,6,3,2.0,0,0,0.22841291848328296
4033,6,6,3,2.0,0,0,0.11885002649010956
4877,21,19,6,3.5,0,0,0.36885718986422766
3982,15,13,7,2.142857142857143,0,0,0.18729464660811337
2782,9,9,3,3.0,0,0,0.16962894871850656
2100,15,14,6,2.5,0,0,0.1198956324630545
1785,20,16,7,2.857142857142857,0,0,0.26934404992949185
3166,14,12,6,2.3333333333333335,0,0,0.20165280559701512
2251,16,13,5,3.2,0,0,0.15460913840004822
1528,8,7,4,2.0,0,0,0.1453927815411452
2012,4,4,2,2.0,0,0,0.15213521139596
3309,16,13,7,2.2857142857142856,0,0,0.17213558988843483
1220,17,16,5,3.4,0,0,0.2430943964321969
2165,12,10,6,2.0,0,0,0.16943573608609144
4058,7,7,3,2.3333333333333335,0,0,0.2797072007819814
1000,13,11,5,2.6,0,0,0.05660454590563855
3357,9,8,3,3.0,0,0,0.09109313531449403
2222,19,18,7,2.7142857142857144,0,0,0.2949970312804115
1207,8,7,3,2.6666666666666665,0,0,0.10839023598262053
2171,18,17,6,3.0,0,0,0.319952260153373
3078,5,5,2,2.5,0,0,0.11299565816874714
3879,18,14,7,2.5714285714285716,0,0,0.2516716032618147
3472,12,11,3,4.0,0,0,0.33168701471548223
4519,5,5,2,2.5,0,0,0.1244512040903064
3275,8,8,3,2.6666666666666665,0,0,0.08644694284602324
1763,7,7,3,2.3333333333333335,0,0,0.2135904958947402
4619,5,5,2,2.5,0,0,0.16149561205768725
2955,15,12,6,2.5,0,0,0.21138725811590886
2830,11,9,4,2.75,0,0,0.052786293255195536
4940,8,7,3,2.6666666666666665,0,0,0.07838344664396098
4116,8,7,3,2.6666666666666665,0,0,0.07589080599723357
4121,15,13,6,2.5,0,0,0.09950506526760979
1824,9,9,4,2.25,0,0,0.12837766488461588
4308,19,14,6,3.1666666666666665,0,0,0.3574691812034021
2998,5,5,2,2.5,0,0,0.11369379065573822
1281,9,8,3,3.0,0,0,0.1183336762586149
1936,6,6,2,3.0,0,0,0.18927125764933553
4163,15,14,6,2.5,0,0,0.11567192876670257
3369,15,14,5,3.0,0,0,0.14444809154635055
2335,5,5,2,2.5,0,0,0.10483052495826468
3957,24,20,7,3.4285714285714284,0,0,0.49066644527805137
3118,7,7,3,2.3333333333333335,0,0,0.08247532288995583
2527,5,5,2,2.5,0,0,0.11196201623398667
2926,7,6,3,2.3333333333333335,0,0,0.15346163093105772
1801,11,11,5,2.2,0,0,0.1440174201058414
1916,7,7,3,2.3333333333333335,0,0,0.16091052722935778
2523,15,13,5,3.0,0,0,0.19433354768022715
2550,16,14,7,2.2857142857142856,0,0,0.1746210469336136
1319,9,9,3,3.0,0,0,0.13385052684580595
2202,13,13,6,2.1666666666666665,0,0,0.2361024607054718
2569,7,7,3,2.3333333333333335,0,0,0.09041579162239162
2925,16,16,7,2.2857142857142856,0,0,0.34665883765854427
2190,6,6,2,3.0,0,0,0.17369662193852106
2234,21,17,6,3.5,0,0,0.3102533073647386
4779,16,14,7,2.2857142857142856,0,0,0.167536135244311
3031,15,13,5,3.0,0,0,0.11757718767799426
2696,11,11,5,2.2,0,0,0.15408743923044113
4453,18,14,8,2.25,0,0,0.31126831233904656
4776,17,15,4,4.25,0,0,0.47993309539261525
4312,17,14,5,3.4,0,0,0.25609597864354267
3327,14,13,6,2.3333333333333335,0,0,0.14875707197674826
4344,9,9,3,3.0,0,0,0.13728458406424593
1718,7,7,3,2.3333333333333335,0,0,0.09783316265843957
3041,14,13,5,2.8,0,0,0.1412028873408359
2947,7,7,3,2.3333333333333335,0,0,0.12695726307973107
4280,15,13,5,3.0,0,0,0.2467257500531479
3022,9,9,4,2.25,0,0,0.19443700392152405
1941,5,5,2,2.5,0,0,0.3662148603086333
1241,11,10,4,2.75,0,0,0.0526546457744628
1777,20,16,7,2.857142857142857,0,0,0.23682600833208553
2178,11,9,5,2.2,0,0,0.43020082094083323
3433,7,7,3,2.3333333333333335,0,0,0.08176168030266302
3035,13,12,6,2.1666666666666665,0,0,0.16819590767955947
1464,5,5,2,2.5,0,0,0.19311147400940024
4161,5,5,2,2.5,0,0,0.1562063151041654
2654,19,16,6,3.1666666666666665,0,0,0.25315370442895074
1706,14,13,4,3.5,0,0,0.15347500261480174
3726,6,6,2,3.0,0,0,0.12998420952519485
3325,13,13,5,2.6,0,0,0.3006353773022035
3732,21,19,7,3.0,0,0,0.41344349144951736
2563,14,12,4,3.5,0,0,0.3228456289105812
4929,14,14,4,3.5,0,0,0.2851623583802596
1092,20,18,5,4.0,0,0,0.41144754992483307
1907,5,5,2,2.5,0,0,0.450868564805315
3540,7,6,3,2.3333333333333335,0,0,0.08488414306552729
2028,13,12,6,2.1666666666666665,0,0,0.1641407540946947
3026,15,12,5,3.0,0,0,0.15896150380974775
4393,5,5,2,2.5,0,0,0.428204829767519
2047,12,12,5,2.4,0,0,0.19562226709800956
4610,12,11,4,3.0,0,0,0.20778077161583863
1269,14,12,5,2.8,0,0,0.058227455619249364
3629,13,12,6,2.1666666666666665,0,0,0.18959614565449612
1899,12,12,5,2.4,0,0,0.14607532973463322
1982,7,6,3,2.3333333333333335,0,0,0.10366129967162681
4977,9,9,2,4.5,0,1,0.5051133914525703
2675,7,5,3,2.3333333333333335,0,0,0.40446853025867774
2058,12,11,4,3.0,0,0,0.0955058117898892
4065,13,11,6,2.1666666666666665,0,0,0.1278553382446558
1450,16,14,6,2.6666666666666665,0,0,0.15636253964903213
3739,7,5,3,2.3333333333333335,0,0,0.4512546920104062
3758,14,9,6,2.3333333333333335,0,0,0.45161273941956565
1230,14,11,6,2.3333333333333335,0,0,0.2536240589544889
4373,7,7,3,2.3333333333333335,0,0,0.09844007217039297
1693,12,11,4,3.0,0,0,0.26199978858731066
2743,17,15,7,2.4285714285714284,0,0,0.25503220016628747
1612,16,16,6,2.6666666666666665,0,0,0.36896487743733947
1835,10,10,4,2.5,0,0,0.11679191263824938
1380,11,10,5,2.2,0,0,0.08751339767150278
1150,10,10,4,2.5,0,0,0.07336083149765447
2495,11,11,4,2.75,0,0,0.11990407145830206
3581,20,17,7,2.857142857142857,0,0,0.2934520644277862
3723,2,2,1,2.0,0,0,0.3964455624045606
2249,4,3,2,2.0,0,0,0.29252071725764406
1430,16,14,6,2.6666666666666665,0,0,0.11941535969017526
3039,10,9,4,2.5,0,0,0.01675505198478569
3455,8,6,3,2.6666666666666665,0,0,0.22691728715398565
1831,7,6,3,2.3333333333333335,0,0,0.13492376487157268
4831,28,19,7,4.0,1,1,0.7335658335710707
3816,9,9,4,2.25,0,0,0.15757979130740984
2314,10,8,5,2.0,0,0,0.1721101870736271
3604,15,13,6,2.5,0,0,0.18254690512233732
4734,11,8,3,3.6666666666666665,0,0,0.4558278466047196
2363,11,11,4,2.75,0,0,0.1372646165642261
1484,8,8,3,2.6666666666666665,0,0,0.08832327194765992
1764,11,11,5,2.2,0,0,0.28936815689070594
3595,17,13,7,2.4285714285714284,0,0,0.24096620663096932
2695,8,7,3,2.6666666666666665,0,0,0.08776422983429373
4538,8,8,4,2.0,0,0,0.17825706851216308
1979,17,15,8,2.125,0,0,0.28927353632563657
1148,19,14,6,3.1666666666666665,0,0,0.25418658954499446
3443,8,8,4,2.0,0,0,0.14431084993433577
3334,9,8,4,2.25,0,0,0.04861859098111004
2508,9,9,4,2.25,0,0,0.17040315447296606
4136,6,5,3,2.0,0,0,0.2277790649847559
3599,11,11,5,2.2,0,0,0.15597590569343028
4540,12,12,5,2.4,0,0,0.11346569188557575
2855,23,19,8,2.875,0,0,0.3769417035852894
3949,2,2,1,2.0,0,0,0.2211173225478523
4836,19,18,5,3.8,0,0,0.42238521007163404
2464,8,7,4,2.0,0,0,0.08110331730978193
1788,16,13,7,2.2857142857142856,0,0,0.162566892638243
2061,11,9,4,2.75,0,0,0.3095638047924428
1963,2,2,1,2.0,0,0,0.2211173225478523
1485,4,4,2,2.0,0,0,0.1497707488945658
2406,17,15,7,2.4285714285714284,0,0,0.24216693819560434
2255,12,12,5,2.4,0,0,0.1949233968422394
2404,11,10,5,2.2,0,0,0.08088006719932052
3395,4,4,2,2.0,0,0,0.3606429492649467
3405,18,16,4,4.5,0,0,0.4864248023262343
2927,10,10,5,2.0,0,0,0.18317457686153774
4137,26,22,9,2.888888888888889,1,1,0.6257530964807683
3282,11,11,5,2.2,0,0,0.1326521440190673
4567,12,12,6,2.0,0,0,0.2263328479075918
4550,16,11,6,2.6666666666666665,0,0,0.2823571933956672
4806,11,10,4,2.75,0,0,0.05187785504235872
1153,17,16,6,2.8333333333333335,0,0,0.16497914542089384
4515,19,13,7,2.7142857142857144,0,0,0.27905399143580745
1012,11,11,4,2.75,0,0,0.10951791665014343
2585,10,7,4,2.5,0,0,0.3983871966146273
3406,6,6,3,2.0,0,0,0.16920966892636194
3385,11,11,4,2.75,0,0,0.09787308832461106
4738,6,6,3,2.0,0,0,0.23451979701147616
4235,19,18,7,2.7142857142857144,0,0,0.358522712277823
4614,10,10,5,2.0,0,0,0.17232645138065117
2216,2,2,1,2.0,0,0,0.2211173225478523
4425,2,2,1,2.0,0,0,0.3964455624045606
4666,20,19,6,3.3333333333333335,0,0,0.32983188346014325
2351,6,6,3,2.0,0,0,0.11721010611786147
2612,18,14,7,2.5714285714285716,0,0,0.2028255640001313
3488,7,7,3,2.3333333333333335,0,0,0.16091052722935778
2021,2,2,1,2.0,0,0,0.2211173225478523
2186,20,14,6,3.3333333333333335,0,0,0.30318981790681593
1696,13,11,6,2.1666666666666665,0,0,0.23473641806679482
3092,6,6,3,2.0,0,0,0.11838487069360648
4497,4,4,2,2.0,0,0,0.13693402828548462
1848,8,7,4,2.0,0,0,0.2768252699478049
2466,9,7,4,2.25,0,0,0.13725732291730702
4411,6,6,2,3.0,0,0,0.15928227673192333
1914,7,6,3,2.3333333333333335,0,0,0.1252121756457042
1290,13,11,3,4.333333333333333,0,0,0.3413407843914052
4027,4,3,2,2.0,0,0,0.2946828781157251
4693,18,15,7,2.5714285714285716,0,0,0.23361233992210162
1056,6,6,3,2.0,0,0,0.09367382020540965
3248,21,17,10,2.1,0,1,0.4988992961758774
2815,8,6,4,2.0,0,0,0.177651083837389
4207,15,14,4,3.75,0,0,0.2868865572390722
1160,15,14,6,2.5,0,0,0.13953180151193437
3868,5,5,2,2.5,0,0,0.11731254113584273
3707,4,4,2,2.0,0,0,0.13393600228199248
3432,4,4,2,2.0,0,0,0.15776408475704357
4510,17,16,7,2.4285714285714284,0,0,0.20756369588836357
2893,11,11,5,2.2,0,0,0.2897841631481352
4902,6,6,3,2.0,0,0,0.10586736960255287
2845,4,4,2,2.0,0,0,0.18134008678723598
3882,12,12,5,2.4,0,0,0.17976338512078102
4309,4,4,2,2.0,0,0,0.3948970253989672
2369,8,8,4,2.0,0,0,0.15087972113815382
1787,13,12,3,4.333333333333333,1,1,0.5332261798045134
1375,2,2,1,2.0,0,0,0.3964455624045606
4805,4,3,2,2.0,0,0,0.30390984905033086
3160,10,9,5,2.0,0,0,0.15403680782337703
4225,6,6,2,3.0,0,0,0.20430620487396303
2719,14,12,5,2.8,0,0,0.32518337132408065
2455,4,4,2,2.0,0,0,0.1748730581702339
1582,6,5,3,2.0,0,0,0.2532482821108112
3096,7,7,3,2.3333333333333335,0,0,0.11517865951065419
3453,4,4,2,2.0,0,0,0.3122691396736732
